Brand,Product Name,Product URL,Image URL,Description,Price,Category
MAC Cosmetics,Lipglass Clear,https://www.notino.co.uk/mac-cosmetics/lipglass-clear-lip-gloss/,https://cdn.notinoimg.com/list_2k/mac/773602003679_01-o.jpg,lip gloss shade Clear 15 ml,N/A,lip-gloss
Essence,HOLO BOMB,https://www.notino.co.uk/essence/holo-bomb-lip-gloss/,https://cdn.notinoimg.com/list_2k/essence/4059729383075_01-o.jpg,lip gloss shade 01 Iced Gloss 10 ml,N/A,lip-gloss
Catrice,Volumizing Lip Booster,https://www.notino.co.uk/catrice/volumizing-lip-booster-lip-gloss-for-volume/,https://cdn.notinoimg.com/list_2k/catrice/4250587792386_01-o__20.jpg,lip gloss with volume effect,N/A,lip-gloss
Collistar,Plumping Gloss,https://www.notino.co.uk/collistar/plumping-gloss-lip-gloss-with-collagen/,https://cdn.notinoimg.com/list_2k/collistar/8015150113908_01-o__15.jpg,Lip Gloss With Collagen 7 ml,N/A,lip-gloss
Makeup Obsession,Belle Jorden,https://www.notino.co.uk/makeup-obsession/belle-jorden-lip-set/,https://cdn.notinoimg.com/list_2k/makeup-obsession/5057566056779_01-o__3.jpg,"lip set shade Ever After, Dizzy, Wishes 3 x 5 ml",N/A,lip-gloss
GA-DE,Velveteen Ultra-Shine Lip Gloss,https://www.notino.co.uk/ga-de/velveteen-sparkle-lip-gloss/,https://cdn.notinoimg.com/list_2k/ga-de/7290110452308_01-o.jpg,sparkle lip gloss shade No.418 Confident 6.5 ml,N/A,lip-gloss
Sigma Beauty,Lip Care Hydrating Lip Gloss,https://www.notino.co.uk/sigma-beauty/lip-care-hydrating-lip-gloss-hydrating-lip-gloss/,https://cdn.notinoimg.com/list_2k/sigma-beauty/811425032213_01-o.jpg,hydrating lip gloss 4 g,N/A,lip-gloss
Wet n Wild,Love Edition Mega Slick,https://www.notino.co.uk/wet-n-wild/love-edition-mega-slick-long-lasting-lip-gloss/,https://cdn.notinoimg.com/list_2k/wet-n-wild/77802141194_01-o.jpg,"long-lasting lip gloss with glitter shade 01 Crushed Grapes 5,4 g",N/A,lip-gloss
NYX Professional Makeup,Ultimate Queen Butter Gloss Trio,https://www.notino.co.uk/nyx-professional-makeup/ultimate-queen-butter-gloss-trio-gift-set-for-lips/,https://cdn.notinoimg.com/list_2k/nyx-professional-makeup/800897219482_01-o.jpg,gift set for lips 3x8 ml,N/A,lip-gloss
Barry M,Coco Loco,https://www.notino.co.uk/barry-m/coco-loco-lip-oil/,https://cdn.notinoimg.com/list_2k/barry-m/5019301046025_01-o.jpg,"lip oil 2,5 ml",N/A,lip-gloss
Essence,Extreme Shine,https://www.notino.co.uk/essence/extreme-shine-lip-gloss-with-volume-effect/,https://cdn.notinoimg.com/list_2k/essence/4059729364296_01-o.jpg,lip gloss for volume,N/A,lip-gloss
Essence,everlasting BLOOMS,https://www.notino.co.uk/essence/everlasting-blooms-lip-gloss/,https://cdn.notinoimg.com/list_2k/essence/4059729367082_01-o.jpg,"Lip Gloss Shade 01 2,8 g",N/A,lip-gloss
Barry M,That's Swell! Birthday Edition,https://www.notino.co.uk/barry-m/thats-swell-birthday-edition-plumping-lip-gloss/,https://cdn.notinoimg.com/list_2k/barry-m/5019301052200_01-o.jpg,"plumping lip gloss 2,5 ml",N/A,lip-gloss
NYX Professional Makeup,Pride #Thisiseverything Oil,https://www.notino.co.uk/nyx-professional-makeup/pridethisiseverything-oil-lip-oil/,https://cdn.notinoimg.com/list_2k/nyx-professional-makeup/800897223472_01-o.jpg,lip oil,N/A,lip-gloss
Frank Body,Lip Care Cherry Bomb,https://www.notino.co.uk/frank-body/lip-care-cherry-bomb-lip-and-cheek-tint/,https://cdn.notinoimg.com/list_2k/frank_body/9351134006026_01-o.jpg,lip and cheek tint 15 ml,N/A,lip-gloss
Milani,Keep It Full Nourishing Lip Plumper,https://www.notino.co.uk/milani/keep-it-full-nourishing-lip-plumper-plumping-lip-gloss/,https://cdn.notinoimg.com/list_2k/milani/717489590013_01-o.jpg,plumping lip gloss,N/A,lip-gloss
Clinique,Pop™ Plush Creamy Lip Gloss,https://www.notino.co.uk/clinique/pop-splash-lip-gloss-hydration-hydrating-lip-gloss/,https://cdn.notinoimg.com/list_2k/clinique/192333142905_01-o.jpg,hydrating lip gloss,N/A,lip-gloss
NYX Professional Makeup,Limited Edition Xmass 2022 Mrs Claus Oh Deer Butter Gloss Trio,https://www.notino.co.uk/nyx-professional-makeup/limited-edition-xmass-2022-mrs-claus-oh-deer-butter-gloss-trio-lipgloss-set/,https://cdn.notinoimg.com/list_2k/nyx-professional-makeup/800897230920_01.jpg,lipgloss set,N/A,lip-gloss
A´pieu,Juicy Pang Tint,https://www.notino.co.uk/apieu/juicy-pang-tint-hydrating-lip-gloss/,https://cdn.notinoimg.com/list_2k/apieu/8809581471795_01-o.jpg,hydrating lip gloss,N/A,lip-gloss
Essence,Extreme Shine,https://www.notino.co.uk/essence/extreme-shine-plumping-lip-gloss/,https://cdn.notinoimg.com/list_2k/essence/4059729407917_01-o.jpg,plumping lip gloss,N/A,lip-gloss
LAMEL,Insta Comfort Care,https://www.notino.co.uk/lamel/insta-comfort-care-lip-oil/,https://cdn.notinoimg.com/list_2k/lamel/5060522587606_01-o.jpg,lip oil,N/A,lip-gloss
Essence,Electric Glow,https://www.notino.co.uk/essence/electric-glow-oil-for-lips-and-cheeks/,https://cdn.notinoimg.com/list_2k/essence/4059729394231_01-o.jpg,"oil for lips and cheeks 4,4 ml",N/A,lip-gloss
High on Love,Couples Lip Gloss,https://www.notino.co.uk/high-on-love/sensual-cbd-sugar-lip-gloss/,https://cdn.notinoimg.com/list_2k/high_on_love/628250123593_01-o.jpg,lip gloss,N/A,lip-gloss
Essence,Disney The Lion King,https://www.notino.co.uk/essence/disney-the-lion-king-2-phase-lip-gloss/,https://cdn.notinoimg.com/list_2k/essence/4059729413390_01-o.jpg,2-phase lip gloss,N/A,lip-gloss
Revolution Relove,Euphoric,https://www.notino.co.uk/revolution-relove/colour-play-colour-adapting-ph-balm-for-brilliant-shine/,https://cdn.notinoimg.com/list_2k/revolution_relove/5057566637855_01-o.jpg,"colour-adapting pH balm for brilliant shine shade Lip Switch 1,8 ml",N/A,lip-gloss
Essence,Katjes GRÜN-OHR HASE,https://www.notino.co.uk/essence/katjes-grun-ohr-hase-lipstick-that-changes-colour-acording-to-your-mood/,https://cdn.notinoimg.com/list_2k/essence/4059729421197_01-o.jpg,"lipstick that changes colour acording to your mood 2,6 g",N/A,lip-gloss
Secret play,Vibrant Love Cola,https://www.notino.co.uk/secret-play/vibrant-love-cola/,https://cdn.notinoimg.com/list_2k/secret_play/8435097836577_01-o.jpg,lip gloss with a vibrating effect 7 ml,N/A,lip-gloss
Secret play,Vibrant Kiss Brownie,https://www.notino.co.uk/secret-play/vibrant-kiss-brownie/,https://cdn.notinoimg.com/list_2k/secret_play/8435097836553_01-o.jpg,lip gloss with a vibrating effect 7 ml,N/A,lip-gloss
Secret play,Vibrant Kiss Strawberry Gum,https://www.notino.co.uk/secret-play/vibrant-kiss-strawberry-gum/,https://cdn.notinoimg.com/list_2k/secret_play/8435097836539_01-o.jpg,lip gloss with a vibrating effect 7 ml,N/A,lip-gloss
Revlon Cosmetics,ColorStay™ Over Time,https://www.notino.co.uk/revlon-cosmetics/colorstay-over-time-lip-gloss-2-in-1/,https://cdn.notinoimg.com/list_2k/revlon-cosmetics/309979380367_01-o.jpg,long-lasting liquid lipstick with shine,N/A,lip-gloss
Makeup Revolution,Hot Shot Flame Plumping,https://www.notino.co.uk/makeup-revolution/hot-shot-flame-plumping-plumping-lip-gloss/p-16130529/,https://cdn.notinoimg.com/list_2k/makeup-revolution/5057566572859_01-o.jpg,"plumping lip gloss shade Red Blaze 4,6 ml",N/A,lip-gloss
L’Oréal Paris,Infallible,https://www.notino.co.uk/loreal-paris/infallible-long-lasting-lipstick-and-lip-gloss-2-in-1/,https://cdn.notinoimg.com/list_2k/loreal-paris/3600522337119_01-o__16.jpg,long-lasting lipstick and lip gloss 2-in-1,N/A,lip-gloss
GA-DE,Crystal Lights,https://www.notino.co.uk/ga-de/crystal-lights-hydrating-lip-gloss/,https://cdn.notinoimg.com/list_2k/ga-de/7290110452384_01-o.jpg,hydrating lip gloss,N/A,lip-gloss
Collistar,Gloss Design,https://www.notino.co.uk/collistar/gloss-design-lip-gloss-for-volume/,https://cdn.notinoimg.com/list_2k/collistar/8015150113021_01-o.jpg,plumping lip gloss,N/A,lip-gloss
IsaDora,Explosive Shine,https://www.notino.co.uk/isadora/explosive-shine-sparkle-lip-gloss/,https://cdn.notinoimg.com/list_2k/isadora/7317852116814_01-o.jpg,sparkle lip gloss,N/A,lip-gloss
Alcina,Lip Glow,https://www.notino.co.uk/alcina/lip-glow-nourishing-lip-gloss/p-16085193/,https://cdn.notinoimg.com/list_2k/alcina/4008666656209_01-o.jpg,nourishing lip gloss shade 040 Satin 5 ml,N/A,lip-gloss
Eveline Cosmetics,XL Lip Maximizer,https://www.notino.co.uk/eveline-cosmetics/xl-lip-maximizer-plumping-lip-gloss/p-16095338/,https://cdn.notinoimg.com/list_2k/eveline-cosmetics/5903416008279_01-o.jpg,"plumping lip gloss shade 02 Bora Bora 4,5 ml",N/A,lip-gloss
I Heart Revolution,Tasty Marshmallow Wonderland,https://www.notino.co.uk/i-heart-revolution/tasty-marshmallow-lip-gloss-with-glitter/p-16098077/,https://cdn.notinoimg.com/list_2k/i-heart-revolution/5057566542791_01-o.jpg,lip gloss with glitter shade Sugar Cookie 3 ml,N/A,lip-gloss
NYX Professional Makeup,This Is Juice Gloss,https://www.notino.co.uk/nyx-professional-makeup/this-is-juice-gloss-hydrating-lip-gloss/,https://cdn.notinoimg.com/list_2k/nyx-professional-makeup/800897130862_01-o.jpg,hydrating lip gloss,N/A,lip-gloss
Pupa,Squirrel N.1,https://www.notino.co.uk/pupa/squirrel-n1-palette-for-lips/p-16164649/,https://cdn.notinoimg.com/list_2k/pupa/8011607339501_01-o.jpg,"palette for lips shade 003 5,5 g",N/A,lip-gloss
Rimmel,Super Gel Step 2,https://www.notino.co.uk/rimmel/super-gel-step-2-protective-top-coat-of-gloss/,https://cdn.notinoimg.com/list_2k/rimmel/30121188_01-o__14.jpg,protective glossy top coat 12 ml,2.70,nail-varnish
ARTDECO,Nail Whitener,https://www.notino.co.uk/artdeco/french-manicure-nail-polish-with-whitening-effect/,https://cdn.notinoimg.com/list_2k/artdeco/4019674618523_01-o__29.jpg,nail polish with whitening effect shade 6185.2 10 ml,6.80,nail-varnish
Delia Cosmetics,Hard & Shine,https://www.notino.co.uk/delia-cosmetics/hard-shine-long-lasting-top-coat/,https://cdn.notinoimg.com/list_2k/delia-cosmetics/5901350488805_01-o.jpg,long-lasting top coat 11,1.10,nail-varnish
N/A,N/A,N/A,N/A,N/A,N/A,nail-varnish
Rimmel,Super Gel Step 1,https://www.notino.co.uk/rimmel/super-gel-step-1-french-manicure-gel-varnish/,https://cdn.notinoimg.com/list_2k/rimmel/30121546__11.jpg,french manicure polish,4.60,nail-varnish
Rimmel,60 Seconds Super Shine,https://www.notino.co.uk/rimmel/60-seconds-super-shine-nail-polish/,https://cdn.notinoimg.com/list_2k/rimmel/3614220616797_01-o.jpg,nail polish,1.80,nail-varnish
Essence,Speed Dry,https://www.notino.co.uk/essence/speed-dry-fast-drying-top-coat/,https://cdn.notinoimg.com/list_2k/essence/4059729384690_01-o.jpg,quick-drying top coat 8 ml,2.00,nail-varnish
Wet n Wild,Wild Shine,https://www.notino.co.uk/wet-n-wild/wild-shine-high-coverage-nail-polish/,https://cdn.notinoimg.com/list_2k/wet-n-wild/4049775548634_01-o.jpg,high coverage nail polish,2.70,nail-varnish
NOBEA,Nail Care Diamond Strengthener Nail Polish,https://www.notino.co.uk/nobea/nail-care-strengthening-nail-polish/,https://cdn.notinoimg.com/list_2k/nobea/3760275388728_01-o.jpg,strengthening nail polish 6 ml,3.30,nail-varnish
Essence,EXTREME gel gloss,https://www.notino.co.uk/essence/extreme-gel-gloss-top-coat/,https://cdn.notinoimg.com/list_2k/essence/4059729384652_01-o.jpg,top coat 8 ml,2.50,nail-varnish
Essence,The Grow'n Glow,https://www.notino.co.uk/essence/the-grown-glow-hardener-nail-polish/,https://cdn.notinoimg.com/list_2k/essence/4059729408518_01-o.jpg,hardener nail polish 8 ml,1.80,nail-varnish
NOBEA,Day-to-Day Gel-like Nail Polish,https://www.notino.co.uk/nobea/day-to-day-gel-effect-nail-varnish/,https://cdn.notinoimg.com/list_2k/nobea/3760275385062_01-o.jpg,gel-effect nail polish,1.40,nail-varnish
essie,gel couture,https://www.notino.co.uk/essie/gel-couture-protective-top-coat-of-gloss/,https://cdn.notinoimg.com/list_2k/essie/30139077_01-o.jpg,"protective top coat of gloss 13,5 ml",8.40,nail-varnish
Rimmel,Super Gel Step 2,https://www.notino.co.uk/rimmel/super-gel-step-2-top-coat-for-luminous-shine/,https://cdn.notinoimg.com/list_2k/rimmel/30122451_01-o.jpg,top coat for luminous shine 12 ml,3.60,nail-varnish
Essence,THE REPAIR & CARE,https://www.notino.co.uk/essence/the-repair-care-base-coat-nail-polish/,https://cdn.notinoimg.com/list_2k/essence/4059729409638_01-o.jpg,base coat nail polish 8 ml,2.00,nail-varnish
Rimmel,60 Seconds By Rita Ora,https://www.notino.co.uk/rimmel/60-seconds-by-rita-ora-nail-polish/,https://cdn.notinoimg.com/list_2k/rimmel/3614220616827_01-o__18.jpg,nail polish,1.40,nail-varnish
Rimmel,Super Gel,https://www.notino.co.uk/rimmel/super-gel-gel-nail-varnish-without-uv-led-sealing/,https://cdn.notinoimg.com/list_2k/rimmel/30121263_01-o__15.jpg,gel nail polish without UV/LED sealing,2.20,nail-varnish
Catrice,Instant Dry Drops,https://www.notino.co.uk/catrice/instant-dry-drops-nail-polish-quick-drying-drops/,https://cdn.notinoimg.com/list_2k/catrice/4059729380418_01-o.jpg,nail polish quick drying drops 8 ml,3.80,nail-varnish
Essence,Shine Last & Go!,https://www.notino.co.uk/essence/shine-last-go-nail-polish/,https://cdn.notinoimg.com/list_2k/essence/4059729195265_01-o.jpg,gel nail polish,1.70,nail-varnish
NEONAIL,Duo Acrylgel Natural Pink,https://www.notino.co.uk/neonail/duo-acrylgel-gel-nail-polish/,https://cdn.notinoimg.com/list_2k/neonail/5903274035202_01-o.jpg,gel for gel and acrylic nails,12.30,nail-varnish
Essence,Colour Shield,https://www.notino.co.uk/essence/colour-shield-top-coat/,https://cdn.notinoimg.com/list_2k/essence/4059729349279_01-o.jpg,top coat 8 ml,1.80,nail-varnish
Rimmel,Super Gel By Kate,https://www.notino.co.uk/rimmel/super-gel-by-kate-gel-nail-varnish-without-uv-led-sealing/,https://cdn.notinoimg.com/list_2k/rimmel/rimsgkw_klaq30__13.jpg,gel nail polish without UV/LED sealing,2.60,nail-varnish
Rimmel,60 Seconds By Rita Ora,https://www.notino.co.uk/rimmel/60-seconds-by-rita-ora-quick-drying-nail-polish/,https://cdn.notinoimg.com/list_2k/rimmel/3614223593804_01-o__5.jpg,quick-drying nail polish,1.50,nail-varnish
Delia Cosmetics,Hard & Shine,https://www.notino.co.uk/delia-cosmetics/hard-shine-base-coat-nail-polish/,https://cdn.notinoimg.com/list_2k/delia-cosmetics/5901350488799_01-o.jpg,base coat nail polish 11 ml,1.10,nail-varnish
Essence,Super Strong,https://www.notino.co.uk/essence/super-strong-base-and-top-coat-nail-polish/,https://cdn.notinoimg.com/list_2k/essence/4059729384584_01-o.jpg,base and top coat nail polish 8 ml,2.00,nail-varnish
Catrice,Glossing Glow,https://www.notino.co.uk/catrice/glossing-glow-nail-polish/,https://cdn.notinoimg.com/list_2k/catrice/4059729404145_01-o.jpg,"nail polish 10,5 ml",3.80,nail-varnish
Delia Cosmetics,Coral Nail Enamel Hybrid Gel,https://www.notino.co.uk/delia-cosmetics/coral-nail-enamel-hybrid-gel-color-gel-nail-polish/,https://cdn.notinoimg.com/list_2k/delia-cosmetics/5901350453742_01-o__15.jpg,gel nail polish,1.30,nail-varnish
Delia Cosmetics,Hybrid Gel,https://www.notino.co.uk/delia-cosmetics/hybrid-gel-gel-top-coat/,https://cdn.notinoimg.com/list_2k/delia-cosmetics/5901350471562_01-o__3.jpg,gel top coat 11 ml,1.80,nail-varnish
NOBEA,Day-to-Day Top Coat,https://www.notino.co.uk/nobea/day-to-day-protective-top-coat-of-gloss/,https://cdn.notinoimg.com/list_2k/nobea/3760275385161.jpg,protective glossy top coat 6 ml,2.50,nail-varnish
Rimmel,Nail Nurse,https://www.notino.co.uk/rimmel/nail-nurse-base-and-top-coat-nail-polish-5-in-1/,https://cdn.notinoimg.com/list_2k/rimmel/3607342651982_01.jpg,base and top coat nail polish 5-in-1 12 ml,2.00,nail-varnish
NEONAIL,Base/Top 2in1,https://www.notino.co.uk/neonail/neonail-base-top-2in1-base-and-top-coat-for-gel-nails/,https://cdn.notinoimg.com/list_2k/neonail/5903274043269_01.jpg,"base and top coat for gel nails 7,2 ml",10.20,nail-varnish
Gabriella Salvete,Longlasting Enamel,https://www.notino.co.uk/gabriella-salvete/longlasting-enamel-longlasting-nail-polish-with-pearl-shine/,https://cdn.notinoimg.com/list_2k/gabriella-salvete/8595017901744_01-o.jpg,long-lasting nail polish with pearl shine,3.40,nail-varnish
OPI,Infinite Shine The Celebration,https://www.notino.co.uk/opi/infinite-shine-the-celebration-gel-effect-nail-varnish/,https://cdn.notinoimg.com/list_2k/opi/4064665005301_01-o.jpg,gel-effect nail polish,12.00,nail-varnish
Nailmatic,Nail Polish Colour Maker 4 Nail Polishes,https://www.notino.co.uk/nailmatic/nail-polish-colour-maker-set-for-nail-varnish-making/,https://cdn.notinoimg.com/list_2k/nailmatic/3760229898372_01-o.jpg,set for nail varnish making,22.90,nail-varnish
Essence,3D Plumping,https://www.notino.co.uk/essence/3d-plumping-gel-top-coat/,https://cdn.notinoimg.com/list_2k/essence/4059729384737_01-o.jpg,gel top coat 8 ml,2.00,nail-varnish
Delia Cosmetics,Coral Nail Enamel Hybrid Gel,https://www.notino.co.uk/delia-cosmetics/coral-nail-enamel-hybrid-gel-clear-gel-top-coat/,https://cdn.notinoimg.com/list_2k/delia-cosmetics/5901350453735_01-o__15.jpg,gel top coat 11 ml,2.10,nail-varnish
NEONAIL,Think Blink!,https://www.notino.co.uk/neonail/think-blink-gel-nail-polish/,https://cdn.notinoimg.com/list_2k/neonail/5903274035653_01.jpg,"gel nail polish shade Shiny Rose 7,2 ml",9.70,nail-varnish
NEONAIL,Top Shine Bright,https://www.notino.co.uk/neonail/top-shine-bright-gel-top-coat/,https://cdn.notinoimg.com/list_2k/neonail/5903274038074_01.jpg,"gel top coat 7,2 ml",7.50,nail-varnish
NOBEA,Nail Care Vitamin Glow Nail Polish,https://www.notino.co.uk/nobea/nail-care-nail-polish-set-vitamin-glow-set/,https://cdn.notinoimg.com/list_2k/nobea/3760275388872.jpg,nail polish set Vitamin glow set,4.10,nail-varnish
Gabriella Salvete,Longlasting Enamel,https://www.notino.co.uk/gabriella-salvete/longlasting-enamel-longlasting-nail-polish-with-glitter/,https://cdn.notinoimg.com/list_2k/gabriella-salvete/8595017901386_01-o.jpg,long-lasting nail polish with glitter,4.30,nail-varnish
Gabriella Salvete,Longlasting Enamel,https://www.notino.co.uk/gabriella-salvete/longlasting-enamel-holographic-effect-nail-polish/,https://cdn.notinoimg.com/list_2k/gabriella-salvete/8595017901430_01-o.jpg,holographic effect nail polish,4.10,nail-varnish
OPI,Top Coat,https://www.notino.co.uk/opi/top-coat-high-coverage-nail-polish/,https://cdn.notinoimg.com/list_2k/opi/9400319_01-o.jpg,high coverage nail polish 15 ml,9.40,nail-varnish
NOBEA,Metal Gel-like Nail Polish,https://www.notino.co.uk/nobea/metal-gel-effect-nail-varnish/,https://cdn.notinoimg.com/list_2k/nobea/2800013750040_01-o.jpg,gel-effect nail polish,2.40,nail-varnish
Eveline Cosmetics,7 Days Gel Laque Nail Enamel,https://www.notino.co.uk/eveline-cosmetics/7-days-gel-laque-nail-enamel-gel-nail-varnish-without-uv-led-sealing/,https://cdn.notinoimg.com/list_2k/eveline-cosmetics/5903416033714_01-o.jpg,gel nail polish without UV/LED sealing,2.20,nail-varnish
Eveline Cosmetics,SUPER-DRY,https://www.notino.co.uk/eveline-cosmetics/super-dry-quick-drying-nail-polish-with-firming-effect/,https://cdn.notinoimg.com/list_2k/eveline-cosmetics/5903416001423_01-o.jpg,quick-drying nail polish with firming effect 12 ml,3.00,nail-varnish
Nailmatic,Kids,https://www.notino.co.uk/nailmatic/kids-nail-polish-set-marshi-dolly-flamingofor-kids/,https://cdn.notinoimg.com/list_2k/nailmatic/3760229891069_01.jpg,"nail polish set Marshi, Dolly, Flamingo (for children)",11.90,nail-varnish
Delia Cosmetics,Hard & Shine,https://www.notino.co.uk/delia-cosmetics/hard-shine-hardener-nail-polish/,https://cdn.notinoimg.com/list_2k/delia-cosmetics/5901350487426_01-o.jpg,hardener nail polish,0.90,nail-varnish
Rimmel,Kind & Free,https://www.notino.co.uk/rimmel/kind-free-nail-polish/,https://cdn.notinoimg.com/list_2k/rimmel/3616302990665_01-o.jpg,nail polish,3.00,nail-varnish
Dermacol,Nail Care 3 in 1,https://www.notino.co.uk/dermacol/3-in-1-nail-repair-repair-nail-polish/,https://cdn.notinoimg.com/list_2k/dermacol/85973053_01-o.jpg,repair nail polish 11 ml,2.90,nail-varnish
NOBEA,Day-to-Day Gel-like Nail Polish,https://www.notino.co.uk/nobea/day-to-day/,https://cdn.notinoimg.com/list_2k/nobea/2800017994396_6758.jpg,gel-effect nail polish,1.70,nail-varnish
Essence,Hidden Jungle,https://www.notino.co.uk/essence/hidden-jungle-nail-polish/,https://cdn.notinoimg.com/list_2k/essence/4059729384850_01-o.jpg,nail polish,2.00,nail-varnish
Essence,The Anti Split,https://www.notino.co.uk/essence/the-anti-split-care-for-strengthening-fragile-and-brittle-nails/,https://cdn.notinoimg.com/list_2k/essence/4059729408594_01-o.jpg,care for strengthening fragile and brittle nails 8 ml,1.80,nail-varnish
Sally Hansen,Miracle Gel™,https://www.notino.co.uk/sally-hansen/miracle-gel-top-coat/,https://cdn.notinoimg.com/list_2k/sally-hansen/074170441956_01-o__15.jpg,top coat shade 101 14.7 ml,4.50,nail-varnish
ARTDECO,Nail Lacquer Ultra Quick Dry Top Coat,https://www.notino.co.uk/artdeco/base-top-coats/,https://cdn.notinoimg.com/list_2k/artdeco/4052136045819_01-o__5.jpg,quick-dry top coat 10 ml,4.80,nail-varnish
Sally Hansen,Double Duty,https://www.notino.co.uk/sally-hansen/double-duty-base-and-top-coat-nail-polish/,https://cdn.notinoimg.com/list_2k/sally-hansen/74170451092_01-o__3.jpg,base and top coat nail polish 13.3 ml,5.40,nail-varnish
Delia Cosmetics,Speed Dry,https://www.notino.co.uk/delia-cosmetics/speed-dry-quick-dry-top-coat/,https://cdn.notinoimg.com/list_2k/delia-cosmetics/5901350471548_01-o__3.jpg,quick-dry top coat 11 ml,2.70,nail-varnish
Delia Cosmetics,Acrylic Booster,https://www.notino.co.uk/delia-cosmetics/acrylic-booster-long-lasting-top-coat/,https://cdn.notinoimg.com/list_2k/delia-cosmetics/5901350471555_01-o__3.jpg,long-lasting top coat 11 ml,1.60,nail-varnish
essie,speed setter,https://www.notino.co.uk/essie/speed-setter-fast-drying-top-coat/,https://cdn.notinoimg.com/list_2k/essie/3600531511661_01-o.jpg,fast drying top coat 13.5 ml,7.80,nail-varnish
essie,no chips ahead,https://www.notino.co.uk/essie/no-chips-ahead-top-coat/,https://cdn.notinoimg.com/list_2k/essie/3600531511647_01-o.jpg,top coat 13.5 ml,6.60,nail-varnish
Bourjois,1 Seconde,https://www.notino.co.uk/bourjois/1-seconde-quick-drying-nail-polish/,https://cdn.notinoimg.com/list_2k/bourjois/3614228412100_01-o.jpg,quick-drying nail polish,2.60,nail-varnish
NOBEA,Day-to-Day Best of Nude Nails Set,https://www.notino.co.uk/nobea/day-to-day-nail-polish-set-best-of-nude-nails/,https://cdn.notinoimg.com/list_2k/nobea/3760275386847_01-o.jpg,nail polish set Best of Nude Nails,5.00,nail-varnish
NEONAIL,Duo Acrylgel Perfect Clear,https://www.notino.co.uk/neonail/duo-acrylgel-perfect-clear-gel-nail-polish/,https://cdn.notinoimg.com/list_2k/neonail/5903274035165_01-o.jpg,gel for gel and acrylic nails shade Perfect Clear 15 g,12.30,nail-varnish
Gabriella Salvete,Nail Care Top & Base Coat,https://www.notino.co.uk/gabriella-salvete/nail-care-top-base-coat-base-and-top-coat-nail-polish-with-gel-texture/,https://cdn.notinoimg.com/list_2k/gabriella-salvete/8595017988066_01-o.jpg,base and top coat nail polish with gel consistency 11 ml,3.70,nail-varnish
Nails Inc.,Kiss my peach,https://www.notino.co.uk/nails-inc/kiss-my-peach-economy-packfor-nails/,https://cdn.notinoimg.com/list_2k/nails-inc/843060112494_01-o.jpg,economy pack (for nails),11.30,nail-varnish
Nailmatic,Kids,https://www.notino.co.uk/nailmatic/kids-set/,https://cdn.notinoimg.com/list_2k/nailmatic/3760229891786_01.jpg,set for children,10.00,nail-varnish
Nailmatic,Kids,https://www.notino.co.uk/nailmatic/kids-nail-polish-set-sheepy-polly-cookie-kitty-piglou-for-kids/,https://cdn.notinoimg.com/list_2k/nailmatic/3760229892004_01-o.jpg,"nail polish set Bella, Cookie, Freezy, Rio, Dori for children",17.70,nail-varnish
NOBEA,Nail Care Ridge Filler Nail Polish,https://www.notino.co.uk/nobea/nail-care-nail-care-ridge-filler/,https://cdn.notinoimg.com/list_2k/nobea/3760275389695_01-o.jpg,ridge filler 6 ml,1.40,nail-varnish
essie,mini triopack summer,https://www.notino.co.uk/essie/mini-triopack-summer-nail-polish-set-mint-candy-apple-peach-daiquiri-mademoiselle-shade/,https://cdn.notinoimg.com/list_2k/essie/3600531656157_01-o.jpg,nail polish set,14.30,nail-varnish
Astra Make-up,Lasting Gel Effect,https://www.notino.co.uk/astra-make-up/lasting-gel-effect-longlasting-nail-polish/,https://cdn.notinoimg.com/list_2k/astra_make_up/8055510081393_01-o.jpg,long-lasting nail polish,1.60,nail-varnish
Gabriella Salvete,Petra Nude Nude Heels,https://www.notino.co.uk/gabriella-salvete/petra-nude-nude-heels-longlasting-nail-polish/,https://cdn.notinoimg.com/list_2k/gabriella-salvete/8595017992452_01-o.jpg,long-lasting nail polish 11 ml,3.40,nail-varnish
Diego dalla Palma,UV Base Coat - Gel Effect,https://www.notino.co.uk/diego-dalla-palma/uv-base-coat-gel-effect-base-coat-nail-polish/,https://cdn.notinoimg.com/list_2k/diego-dalla-palma/8017834864854_01-o.jpg,base coat nail polish shade Transparent 14 ml,11.10,nail-varnish
Avon,24-Day Beauty,https://www.notino.co.uk/avon/24-day-beauty-advent-calendar/,https://cdn.notinoimg.com/list_2k/avon/5059018325174_01-o.jpg,advent calendar,51.40,nail-varnish
essie,stay longer,https://www.notino.co.uk/essie/nail-care-stay-longer-top-coat-with-long-lasting-effect/,https://cdn.notinoimg.com/list_2k/essie/3600531663414_01-o.jpg,"top coat with long-lasting effect 13,5 ml",8.30,nail-varnish
emi,Top Coat Ultra Strong,https://www.notino.co.uk/emi/top-coat-ultra-strong-protective-high-shine-top-coat/,https://cdn.notinoimg.com/list_2k/emi/2011000003111_01-o.jpg,protective high-shine top coat without the use of a UV/LED lamp 9 ml,9.30,nail-varnish
Essence,Gel Nail Colour,https://www.notino.co.uk/essence/gel-nail-colour-nail-polish/,https://cdn.notinoimg.com/list_2k/essence/4059729409065_01-o.jpg,nail polish,1.80,nail-varnish
